Unnamed: 0,syd,did,wei,symptom,diagnose
2800,19.0,90.0,0.0,depressed,benzodiazepine:valium abuse
2801,96.0,90.0,1.0,substance abuse (drug abuse),benzodiazepine:valium abuse
2802,19.0,277.0,0.0,depressed,false pregnancy
2803,78.0,277.0,0.0,pregnancy problem,false pregnancy
2804,282.0,277.0,0.0,excessive appetite,false pregnancy
2805,19.0,1537.0,1.0,depressed,failure to thrive - adult:failure to thrive
2806,292.0,1537.0,1.0,confusion,failure to thrive - adult:failure to thrive
2807,20.0,74.0,3.0,diarrhea,bacterial dysentery:bacterial infection of the intestines
2808,66.0,74.0,1.0,nausea,bacterial dysentery:bacterial infection of the intestines
2809,82.0,74.0,3.0,rectal pain,bacterial dysentery:bacterial infection of the intestines
2810,218.0,74.0,1.0,maroon stools,bacterial dysentery:bacterial infection of the intestines
2811,20.0,202.0,0.0,diarrhea,cytomegalovirus infection:cmv viral infection
2812,20.0,668.0,2.0,diarrhea,rotavirus infection:intestinal viral infection
2813,30.0,668.0,1.0,fever in the returning traveler,rotavirus infection:intestinal viral infection
2814,103.0,668.0,1.0,traveler's diarrhea,rotavirus infection:intestinal viral infection
2815,20.0,1116.0,0.0,diarrhea,listeria:serious bacterial illness
2816,20.0,317.0,0.0,diarrhea,giardiasis:giardia infection
2817,30.0,317.0,2.0,fever in the returning traveler,giardiasis:giardia infection
2818,103.0,317.0,1.0,traveler's diarrhea,giardiasis:giardia infection
2819,181.0,317.0,2.0,flatulence (passing gas),giardiasis:giardia infection
2820,20.0,1285.0,2.0,diarrhea,food allergy
2821,46.0,1285.0,2.0,hives,food allergy
2822,81.0,1285.0,2.0,rash,food allergy
2823,88.0,1285.0,0.0,shortness of breath,food allergy
2824,98.0,1285.0,0.0,swallowing problem (dysphagia),food allergy
2825,113.0,1285.0,1.0,vomiting,food allergy
2826,159.0,1285.0,2.0,mouth swelling,food allergy
2827,194.0,1285.0,2.0,lip swelling,food allergy
2828,20.0,1329.0,0.0,diarrhea,neuroblastoma
2829,29.0,1329.0,0.0,fever,neuroblastoma
2830,115.0,1329.0,0.0,weakness (muscle localized),neuroblastoma
2831,291.0,1329.0,0.0,agitated,neuroblastoma
2832,20.0,1375.0,2.0,diarrhea,traveler's diarrhea:montezuma's revenge
2833,66.0,1375.0,1.0,nausea,traveler's diarrhea:montezuma's revenge
2834,113.0,1375.0,1.0,vomiting,traveler's diarrhea:montezuma's revenge
2835,264.0,1375.0,2.0,stomach and abdominal pain,traveler's diarrhea:montezuma's revenge
2836,20.0,1379.0,0.0,diarrhea,tropical sprue
2837,66.0,1379.0,0.0,nausea,tropical sprue
2838,113.0,1379.0,0.0,vomiting,tropical sprue
2839,264.0,1379.0,0.0,stomach and abdominal pain,tropical sprue
2840,20.0,1387.0,0.0,diarrhea,amyloidosis
2841,69.0,1387.0,0.0,numbness,amyloidosis
2842,81.0,1387.0,0.0,rash,amyloidosis
2843,88.0,1387.0,0.0,shortness of breath,amyloidosis
2844,113.0,1387.0,0.0,vomiting,amyloidosis
2845,116.0,1387.0,0.0,tired,amyloidosis
2846,240.0,1387.0,0.0,memory loss,amyloidosis
2847,21.0,105.0,3.0,dizziness,bradycardia:slow heart rate
2848,28.0,105.0,1.0,fainting,bradycardia:slow heart rate
2849,88.0,105.0,1.0,shortness of breath,bradycardia:slow heart rate
2850,262.0,105.0,1.0,chest pain,bradycardia:slow heart rate
2851,21.0,376.0,3.0,dizziness,hypotension:low blood pressure
2852,28.0,376.0,3.0,fainting,hypotension:low blood pressure
2853,292.0,376.0,2.0,confusion,hypotension:low blood pressure
2854,21.0,775.0,2.0,dizziness,"transient ischemic attack:tia, reversible stroke"
2855,28.0,775.0,1.0,fainting,"transient ischemic attack:tia, reversible stroke"
2856,94.0,775.0,2.0,speech problem,"transient ischemic attack:tia, reversible stroke"
2857,104.0,775.0,2.0,unsteady gait (trouble walking),"transient ischemic attack:tia, reversible stroke"
2858,112.0,775.0,2.0,visual problems,"transient ischemic attack:tia, reversible stroke"
2859,115.0,775.0,2.0,weakness (muscle localized),"transient ischemic attack:tia, reversible stroke"
2860,164.0,775.0,2.0,loss of balance,"transient ischemic attack:tia, reversible stroke"
2861,197.0,775.0,1.0,visual flashing lights,"transient ischemic attack:tia, reversible stroke"
2862,240.0,775.0,2.0,memory loss,"transient ischemic attack:tia, reversible stroke"
2863,247.0,775.0,2.0,facial droop (weakness),"transient ischemic attack:tia, reversible stroke"
2864,21.0,981.0,1.0,dizziness,"ventricular tachycardia:vt, dangerous irregular heart beat"
2865,28.0,981.0,1.0,fainting,"ventricular tachycardia:vt, dangerous irregular heart beat"
2866,73.0,981.0,2.0,heart pulsations and palpitations,"ventricular tachycardia:vt, dangerous irregular heart beat"
2867,262.0,981.0,1.0,chest pain,"ventricular tachycardia:vt, dangerous irregular heart beat"
2868,21.0,88.0,1.0,dizziness,benign positional vertigo:sensation of spinning
2869,111.0,88.0,2.0,vertigo (room spinning),benign positional vertigo:sensation of spinning
2870,21.0,12.0,0.0,dizziness,acoustic neuroma:(ear nerve tumor)
2871,24.0,12.0,0.0,pain in the ear,acoustic neuroma:(ear nerve tumor)
2872,157.0,12.0,0.0,ringing in ears (tinnitus),acoustic neuroma:(ear nerve tumor)
2873,21.0,107.0,1.0,dizziness,brain tumor:cancer of the brain
2874,41.0,107.0,1.0,headache,brain tumor:cancer of the brain
2875,87.0,107.0,1.0,seizure,brain tumor:cancer of the brain
2876,94.0,107.0,3.0,speech problem,brain tumor:cancer of the brain
2877,104.0,107.0,3.0,unsteady gait (trouble walking),brain tumor:cancer of the brain
2878,111.0,107.0,1.0,vertigo (room spinning),brain tumor:cancer of the brain
2879,112.0,107.0,1.0,visual problems,brain tumor:cancer of the brain
2881,164.0,107.0,3.0,loss of balance,brain tumor:cancer of the brain
2882,165.0,107.0,3.0,bleeding in brain,brain tumor:cancer of the brain
2883,240.0,107.0,1.0,memory loss,brain tumor:cancer of the brain
2884,244.0,107.0,1.0,face numbness (paresthesias),brain tumor:cancer of the brain
2885,246.0,107.0,3.0,dementia,brain tumor:cancer of the brain
2886,255.0,107.0,3.0,drooping eyelid (ptosis),brain tumor:cancer of the brain
2887,291.0,107.0,1.0,agitated,brain tumor:cancer of the brain
2888,294.0,107.0,3.0,confusion and headache,brain tumor:cancer of the brain
2889,21.0,130.0,1.0,dizziness,cardiomyopathy:weakened heart
2890,88.0,130.0,1.0,shortness of breath,cardiomyopathy:weakened heart
2891,116.0,130.0,1.0,tired,cardiomyopathy:weakened heart
2892,262.0,130.0,1.0,chest pain,cardiomyopathy:weakened heart
2893,21.0,184.0,0.0,dizziness,concussion
2894,28.0,184.0,0.0,fainting,concussion
2895,40.0,184.0,2.0,head injury,concussion
2896,41.0,184.0,0.0,headache,concussion
2897,65.0,184.0,0.0,nasal injury,concussion
2898,66.0,184.0,2.0,nausea,concussion
2899,87.0,184.0,2.0,seizure,concussion
2900,111.0,184.0,2.0,vertigo (room spinning),concussion
2901,121.0,184.0,0.0,tremors,concussion
2903,145.0,184.0,2.0,headache after trauma,concussion
2904,164.0,184.0,2.0,loss of balance,concussion
2905,240.0,184.0,2.0,memory loss,concussion
2906,294.0,184.0,2.0,confusion and headache,concussion
2907,21.0,329.0,1.0,dizziness,head injury
2908,41.0,329.0,3.0,headache,head injury
2909,64.0,329.0,1.0,nasal bleeding,head injury
2910,66.0,329.0,1.0,nausea,head injury
2911,67.0,329.0,1.0,neck ache or pain,head injury
2913,113.0,329.0,1.0,vomiting,head injury
2914,121.0,329.0,1.0,tremors,head injury
2916,246.0,329.0,3.0,dementia,head injury
2917,291.0,329.0,1.0,agitated,head injury
2918,293.0,329.0,3.0,headache and weakness,head injury
2919,21.0,335.0,,dizziness,heat exhaustion
2920,28.0,335.0,,fainting,heat exhaustion
2921,43.0,335.0,2.0,heat illness,heat exhaustion
2922,88.0,335.0,,shortness of breath,heat exhaustion
2923,192.0,335.0,2.0,hot skin,heat exhaustion
2924,235.0,335.0,0.0,sweating,heat exhaustion
2925,249.0,335.0,2.0,increased thirst,heat exhaustion
2926,21.0,365.0,1.0,dizziness,hypertensive emergency:severely high blood pressure
2927,41.0,365.0,1.0,headache,hypertensive emergency:severely high blood pressure
2930,165.0,365.0,2.0,bleeding in brain,hypertensive emergency:severely high blood pressure
2931,294.0,365.0,2.0,confusion and headache,hypertensive emergency:severely high blood pressure
2932,304.0,365.0,1.0,high blood pressure,hypertensive emergency:severely high blood pressure
2933,21.0,409.0,,dizziness,labyrinthitis:dizziness and vertigo
2934,23.0,409.0,,ear pressure,labyrinthitis:dizziness and vertigo
2935,24.0,409.0,,pain in the ear,labyrinthitis:dizziness and vertigo
2936,66.0,409.0,2.0,nausea,labyrinthitis:dizziness and vertigo
2937,113.0,409.0,1.0,vomiting,labyrinthitis:dizziness and vertigo
2938,164.0,409.0,1.0,loss of balance,labyrinthitis:dizziness and vertigo
2939,21.0,461.0,0.0,dizziness,meniere's disease:dizziness and vertigo
2940,23.0,461.0,0.0,ear pressure,meniere's disease:dizziness and vertigo
2941,111.0,461.0,1.0,vertigo (room spinning),meniere's disease:dizziness and vertigo
2942,157.0,461.0,1.0,ringing in ears (tinnitus),meniere's disease:dizziness and vertigo
2943,164.0,461.0,1.0,loss of balance,meniere's disease:dizziness and vertigo
2944,21.0,469.0,0.0,dizziness,migraine:type of headache
2945,26.0,469.0,1.0,eye pain (irritation),migraine:type of headache
2946,41.0,469.0,2.0,headache,migraine:type of headache
2947,51.0,469.0,0.0,insomnia (trouble sleeping),migraine:type of headache
2948,66.0,469.0,2.0,nausea,migraine:type of headache
2949,67.0,469.0,0.0,neck ache or pain,migraine:type of headache
2950,94.0,469.0,1.0,speech problem,migraine:type of headache
2951,111.0,469.0,1.0,vertigo (room spinning),migraine:type of headache
2952,112.0,469.0,2.0,visual problems,migraine:type of headache
2953,113.0,469.0,2.0,vomiting,migraine:type of headache
2954,187.0,469.0,0.0,jaw pain,migraine:type of headache
2955,197.0,469.0,2.0,visual flashing lights,migraine:type of headache
2956,200.0,469.0,2.0,blurry vision,migraine:type of headache
2957,244.0,469.0,2.0,face numbness (paresthesias),migraine:type of headache
2958,304.0,469.0,1.0,high blood pressure,migraine:type of headache
2959,21.0,593.0,0.0,dizziness,post concussive syndrome:symptoms after a concussion
2960,40.0,593.0,1.0,head injury,post concussive syndrome:symptoms after a concussion
2961,41.0,593.0,0.0,headache,post concussive syndrome:symptoms after a concussion
2962,113.0,593.0,0.0,vomiting,post concussive syndrome:symptoms after a concussion
2963,145.0,593.0,2.0,headache after trauma,post concussive syndrome:symptoms after a concussion
2964,146.0,593.0,2.0,learning difficulties,post concussive syndrome:symptoms after a concussion
2965,21.0,597.0,0.0,dizziness,postural hypotension:low blood pressure after standing
2966,28.0,597.0,1.0,fainting,postural hypotension:low blood pressure after standing
2967,21.0,687.0,1.0,dizziness,sepsis:serious blood infection
2968,28.0,687.0,1.0,fainting,sepsis:serious blood infection
2969,29.0,687.0,1.0,fever,sepsis:serious blood infection
2970,36.0,687.0,3.0,"cranky, crying, fussy, irritable child",sepsis:serious blood infection
2971,66.0,687.0,1.0,nausea,sepsis:serious blood infection
2972,88.0,687.0,1.0,shortness of breath,sepsis:serious blood infection
2973,128.0,687.0,2.0,inconsolable baby,sepsis:serious blood infection
2975,204.0,687.0,1.0,low blood sugar,sepsis:serious blood infection
2976,205.0,687.0,3.0,low blood pressure,sepsis:serious blood infection
2977,240.0,687.0,1.0,memory loss,sepsis:serious blood infection
2978,291.0,687.0,1.0,agitated,sepsis:serious blood infection
2979,292.0,687.0,3.0,confusion,sepsis:serious blood infection
2980,21.0,715.0,1.0,dizziness,smoke inhalation
2981,28.0,715.0,1.0,fainting,smoke inhalation
2982,88.0,715.0,1.0,shortness of breath,smoke inhalation
2984,21.0,816.0,0.0,dizziness,vertigo:spinning sensation
2985,40.0,816.0,0.0,head injury,vertigo:spinning sensation
2986,66.0,816.0,0.0,nausea,vertigo:spinning sensation
2987,113.0,816.0,0.0,vomiting,vertigo:spinning sensation
2988,21.0,818.0,0.0,dizziness,"vestibular neuronitis:labyrinthitis, vertigo"
2989,24.0,818.0,0.0,pain in the ear,"vestibular neuronitis:labyrinthitis, vertigo"
2990,111.0,818.0,2.0,vertigo (room spinning),"vestibular neuronitis:labyrinthitis, vertigo"
2991,21.0,838.0,1.0,dizziness,"wolff parkinson white syndrome:wpw, additional electrical pathway in the heart"
2992,28.0,838.0,2.0,fainting,"wolff parkinson white syndrome:wpw, additional electrical pathway in the heart"
2993,262.0,838.0,1.0,chest pain,"wolff parkinson white syndrome:wpw, additional electrical pathway in the heart"
2994,21.0,867.0,0.0,dizziness,carotid artery stenosis:neck artery narrowing
2995,28.0,867.0,0.0,fainting,carotid artery stenosis:neck artery narrowing
2996,94.0,867.0,0.0,speech problem,carotid artery stenosis:neck artery narrowing
2997,112.0,867.0,1.0,visual problems,carotid artery stenosis:neck artery narrowing
2998,115.0,867.0,0.0,weakness (muscle localized),carotid artery stenosis:neck artery narrowing
2999,21.0,874.0,1.0,dizziness,pseudotumor cerebri:increased pressure in the skull
3000,22.0,874.0,2.0,double vision (diplopia),pseudotumor cerebri:increased pressure in the skull
3001,41.0,874.0,1.0,headache,pseudotumor cerebri:increased pressure in the skull
3002,112.0,874.0,2.0,visual problems,pseudotumor cerebri:increased pressure in the skull
3004,240.0,874.0,1.0,memory loss,pseudotumor cerebri:increased pressure in the skull
3005,292.0,874.0,1.0,confusion,pseudotumor cerebri:increased pressure in the skull
3006,294.0,874.0,2.0,confusion and headache,pseudotumor cerebri:increased pressure in the skull
3007,304.0,874.0,1.0,high blood pressure,pseudotumor cerebri:increased pressure in the skull
3008,21.0,921.0,1.0,dizziness,atrial flutter:irregular heart rate
3009,28.0,921.0,1.0,fainting,atrial flutter:irregular heart rate
3010,73.0,921.0,2.0,heart pulsations and palpitations,atrial flutter:irregular heart rate
3011,262.0,921.0,1.0,chest pain,atrial flutter:irregular heart rate
3012,21.0,923.0,1.0,dizziness,long qt syndrome:inherited heart condition
3013,28.0,923.0,3.0,fainting,long qt syndrome:inherited heart condition
3014,73.0,923.0,3.0,heart pulsations and palpitations,long qt syndrome:inherited heart condition
3015,21.0,1007.0,0.0,dizziness,thyroid cancer:neck gland cancer
3016,67.0,1007.0,0.0,neck ache or pain,thyroid cancer:neck gland cancer
3017,68.0,1007.0,1.0,neck swelling,thyroid cancer:neck gland cancer
3018,209.0,1007.0,0.0,hot flashes,thyroid cancer:neck gland cancer
3019,21.0,1025.0,0.0,dizziness,iron deficiency anemia:low red blood cell count
3021,21.0,1301.0,1.0,dizziness,head injury in children:non-accidental traumatic head injury to child
3022,28.0,1301.0,1.0,fainting,head injury in children:non-accidental traumatic head injury to child
3023,41.0,1301.0,1.0,headache,head injury in children:non-accidental traumatic head injury to child
3024,66.0,1301.0,1.0,nausea,head injury in children:non-accidental traumatic head injury to child
3025,69.0,1301.0,0.0,numbness,head injury in children:non-accidental traumatic head injury to child
3026,94.0,1301.0,0.0,speech problem,head injury in children:non-accidental traumatic head injury to child
3027,113.0,1301.0,1.0,vomiting,head injury in children:non-accidental traumatic head injury to child
3028,291.0,1301.0,0.0,agitated,head injury in children:non-accidental traumatic head injury to child
3029,21.0,1389.0,0.0,dizziness,arnold chiari malformation
3030,41.0,1389.0,0.0,headache,arnold chiari malformation
3031,66.0,1389.0,0.0,nausea,arnold chiari malformation
3032,115.0,1389.0,0.0,weakness (muscle localized),arnold chiari malformation
3033,21.0,1399.0,1.0,dizziness,"decompression sickness:bends, caisson's disease"
3034,41.0,1399.0,1.0,headache,"decompression sickness:bends, caisson's disease"
3035,53.0,1399.0,1.0,joint pain,"decompression sickness:bends, caisson's disease"
3036,69.0,1399.0,1.0,numbness,"decompression sickness:bends, caisson's disease"
3037,115.0,1399.0,1.0,weakness (muscle localized),"decompression sickness:bends, caisson's disease"
3038,292.0,1399.0,1.0,confusion,"decompression sickness:bends, caisson's disease"
3039,21.0,1435.0,1.0,dizziness,traumatic brain injury
3040,41.0,1435.0,1.0,headache,traumatic brain injury
3041,66.0,1435.0,0.0,nausea,traumatic brain injury
3042,113.0,1435.0,0.0,vomiting,traumatic brain injury
3043,240.0,1435.0,1.0,memory loss,traumatic brain injury
3044,292.0,1435.0,1.0,confusion,traumatic brain injury
3045,21.0,1463.0,1.0,dizziness,pancytopenia
3046,28.0,1463.0,1.0,fainting,pancytopenia
3047,88.0,1463.0,1.0,shortness of breath,pancytopenia
3048,116.0,1463.0,1.0,tired,pancytopenia
3049,21.0,1467.0,0.0,dizziness,cerebellar ataxia
3050,41.0,1467.0,0.0,headache,cerebellar ataxia
3051,94.0,1467.0,0.0,speech problem,cerebellar ataxia
3052,104.0,1467.0,0.0,unsteady gait (trouble walking),cerebellar ataxia
3053,164.0,1467.0,0.0,loss of balance,cerebellar ataxia
3054,22.0,756.0,3.0,double vision (diplopia),third cranial nerve disorder:disorder of eye movement
3055,112.0,756.0,1.0,visual problems,third cranial nerve disorder:disorder of eye movement
3056,22.0,214.0,2.0,double vision (diplopia),diabetes mellitus type 2:elevated blood sugar
3057,49.0,214.0,0.0,incontinence (leaking urine),diabetes mellitus type 2:elevated blood sugar
3058,66.0,214.0,0.0,nausea,diabetes mellitus type 2:elevated blood sugar
3059,70.0,214.0,0.0,obesity,diabetes mellitus type 2:elevated blood sugar
3060,306.0,214.0,1.0,high blood sugar,diabetes mellitus type 2:elevated blood sugar
3061,282.0,214.0,1.0,excessive appetite,diabetes mellitus type 2:elevated blood sugar
3062,277.0,214.0,0.0,unusual color or odor of urine,diabetes mellitus type 2:elevated blood sugar
3063,22.0,454.0,0.0,double vision (diplopia),maxillary sinus carcinoma:sinus cancer
3064,27.0,454.0,0.0,facial pain,maxillary sinus carcinoma:sinus cancer
3065,64.0,454.0,0.0,nasal bleeding,maxillary sinus carcinoma:sinus cancer
3066,22.0,508.0,0.0,double vision (diplopia),nasopharyngeal carcinoma:tumor
3067,22.0,523.0,2.0,double vision (diplopia),ophthalmoplegia:eye muscle weakness
3068,22.0,527.0,3.0,double vision (diplopia),orbital cellulitis:soft tissue eye infection
